srch_id,site_id,prop_starrating,prop_location_score1,prop_log_historical_price,position,promotion_flag,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,random_bool,gross_bookings_usd,price_usd,click_bool,booking_bool
191,15,3,1.61,4.22,7,0,1,8,2,0,1,1,1,,78.57,0,0
191,15,3,4.22,4.7,4,0,1,8,2,0,1,1,1,,94.28,1,0
191,15,2,1.61,3.91,8,0,1,8,2,0,1,1,1,,51.85,0,0
191,15,2,4.51,4.24,13,0,1,8,2,0,1,1,1,,66.0,0,0
191,15,3,4.04,4.63,1,0,1,8,2,0,1,1,1,,73.85,0,0
191,15,3,1.1,4.31,6,0,1,8,2,0,1,1,1,,66.0,0,0
191,15,0,4.33,4.72,16,0,1,8,2,0,1,1,1,,102.14,0,0
191,15,4,4.54,4.97,10,0,1,8,2,0,1,1,1,,102.14,0,0
191,15,3,0.69,4.54,2,0,1,8,2,0,1,1,1,,117.85,0,0
191,15,3,4.5,4.56,3,0,1,8,2,0,1,1,1,,83.28,0,0
191,15,3,4.32,4.87,9,0,1,8,2,0,1,1,1,,108.42,0,0
191,15,3,0.0,4.58,15,0,1,8,2,0,1,1,1,,67.57,0,0
191,15,2,3.37,4.27,12,0,1,8,2,0,1,1,1,,86.42,0,0
191,15,1,4.34,4.93,14,0,1,8,2,0,1,1,1,,55.0,0,0
264,15,4,0.0,5.49,16,0,1,19,1,0,1,0,1,,297.86,0,0
264,15,4,2.89,5.49,14,0,1,19,1,0,1,0,1,,370.31,0,0
264,15,0,0.0,5.57,19,0,1,19,1,0,1,0,1,,338.11,0,0
264,15,4,1.39,5.49,7,0,1,19,1,0,1,0,1,,312.35,0,0
264,15,4,0.0,5.24,10,0,1,19,1,0,1,0,1,,231.85,0,0
264,15,4,1.39,5.49,15,1,1,19,1,0,1,0,1,,207.7,0,0
264,15,4,2.89,5.65,8,0,1,19,1,0,1,0,1,,370.31,1,0
264,15,3,0.0,5.5,12,0,1,19,1,0,1,0,1,,222.19,0,0
264,15,3,2.2,5.5,1,0,1,19,1,0,1,0,1,,164.22,0,0
264,15,4,2.89,5.49,3,0,1,19,1,0,1,0,1,,307.52,0,0
264,15,4,2.94,5.49,9,0,1,19,1,0,1,0,1,,373.53,0,0
264,15,0,0.0,5.3,20,0,1,19,1,0,1,0,1,,284.98,0,0
264,15,4,2.94,5.35,6,0,1,19,1,0,1,0,1,,256.0,0,0
264,15,3,0.0,5.24,2,0,1,19,1,0,1,0,1,,154.56,0,0
264,15,4,0.0,5.49,13,0,1,19,1,0,1,0,1,,256.0,0,0
264,15,0,0.0,5.3,18,0,1,19,1,0,1,0,1,,194.82,0,0
264,15,0,2.89,5.57,4,0,1,19,1,0,1,0,1,,336.5,0,0
390,15,3,2.64,4.65,27,0,1,3,1,1,1,0,1,,110.56,1,0
390,15,3,1.1,4.5,32,0,1,3,1,1,1,0,1,,108.96,0,0
390,15,4,4.43,5.1,7,0,1,3,1,1,1,0,1,,320.46,0,0
390,15,3,1.1,4.29,12,0,1,3,1,1,1,0,1,,81.72,0,0
390,15,3,0.0,4.5,2,0,1,3,1,1,1,0,1,,80.12,0,0
390,15,3,4.14,4.92,19,0,1,3,1,1,1,0,1,,533.57,0,0
390,15,3,0.69,4.51,13,0,1,3,1,1,1,0,1,,112.16,0,0
390,15,3,4.33,4.37,1,0,1,3,1,1,1,0,1,,102.55,0,0
390,15,3,4.36,4.75,9,0,1,3,1,1,1,0,1,,402.18,0,0
390,15,2,1.1,4.52,3,0,1,3,1,1,1,0,1,,96.14,0,0
390,15,4,0.0,4.65,30,0,1,3,1,1,1,0,1,,128.18,0,0
390,15,2,1.61,3.88,33,0,1,3,1,1,1,0,1,,60.89,0,0
390,15,3,1.95,4.32,6,1,1,3,1,1,1,0,1,,96.14,0,0
390,15,3,0.69,4.42,35,0,1,3,1,1,1,0,1,,80.12,0,0
390,15,3,0.0,4.42,10,0,1,3,1,1,1,0,1,,128.18,0,0
390,15,4,1.39,4.72,15,0,1,3,1,1,1,0,1,,137.8,0,0
390,15,4,1.1,4.86,36,0,1,3,1,1,1,0,1,,136.2,0,0
390,15,3,1.95,4.62,28,0,1,3,1,1,1,0,1,,144.21,0,0
390,15,2,3.37,4.43,16,0,1,3,1,1,1,0,1,,80.12,0,0
390,15,2,1.79,4.43,25,0,1,3,1,1,1,0,1,,64.09,0,0
390,15,4,1.1,4.81,21,0,1,3,1,1,1,0,1,,92.93,0,0
390,15,3,0.0,4.63,34,0,1,3,1,1,1,0,1,,64.09,0,0
390,15,3,0.69,4.42,24,0,1,3,1,1,1,0,1,,80.12,0,0
390,15,3,0.0,4.49,4,0,1,3,1,1,1,0,1,,60.89,0,0
390,15,4,0.0,4.65,8,0,1,3,1,1,1,0,1,,166.64,0,0
390,15,4,0.0,4.65,18,0,1,3,1,1,1,0,1,,190.67,0,0
390,15,3,0.0,4.42,14,0,1,3,1,1,1,0,1,,120.17,0,0
390,15,3,0.69,4.5,22,0,1,3,1,1,1,0,1,,144.21,0,0
390,15,3,2.08,4.79,26,0,1,3,1,1,1,0,1,,192.28,0,0
390,15,3,0.0,4.71,29,0,1,3,1,1,1,0,1,,78.51,0,0
390,15,1,4.51,4.13,20,0,1,3,1,1,1,0,1,,76.91,0,0
390,15,2,1.61,3.88,31,0,1,3,1,1,1,0,1,,128.18,0,0
408,15,2,1.95,4.42,9,0,7,33,2,0,1,0,1,,64.79,0,0
408,15,4,1.79,4.88,8,0,7,33,2,0,1,0,1,,123.26,0,0
408,15,4,1.79,4.95,1,0,7,33,2,0,1,0,1,,55.31,0,0
408,15,3,0.69,5.31,12,0,7,33,2,0,1,0,1,,77.43,0,0
408,15,4,1.79,5.33,4,0,7,33,2,0,1,0,1,,99.56,0,0
408,15,4,1.39,5.33,7,1,7,33,2,0,1,0,1,,126.42,0,0
408,15,4,1.79,5.33,3,0,7,33,2,0,1,0,1,,97.98,0,0
408,15,4,0.69,5.54,2,1,7,33,2,0,1,0,1,,221.24,0,0
408,15,4,1.39,5.35,6,0,7,33,2,0,1,0,1,,170.67,0,0
408,15,4,1.79,5.6,10,0,7,33,2,0,1,0,1,,214.92,1,0
432,15,4,4.17,5.31,22,0,6,242,5,0,1,0,1,,398.98,0,0
432,15,5,4.16,5.72,13,0,6,242,5,0,1,0,1,,642.19,0,0
432,15,4,3.81,5.31,29,0,6,242,5,0,1,0,1,,247.97,0,0
432,15,5,4.2,5.98,31,0,6,242,5,0,1,0,1,,465.74,0,0
432,15,4,4.19,5.31,30,0,6,242,5,0,1,0,1,,413.29,0,0
432,15,4,2.48,5.31,2,0,6,242,5,0,1,0,1,,211.41,0,0
432,15,4,4.2,5.22,15,0,6,242,5,0,1,0,1,,254.33,0,0
432,15,4,3.74,5.46,7,0,6,242,5,0,1,0,1,,247.97,0,0
432,15,4,4.11,5.31,1,0,6,242,5,0,1,0,1,,470.51,0,0
432,15,4,4.14,5.31,16,0,6,242,5,0,1,0,1,,391.03,0,0
432,15,5,3.37,5.94,9,0,6,242,5,0,1,0,1,,858.37,0,0
432,15,4,4.14,5.41,18,0,6,242,5,0,1,0,1,,284.53,0,0
432,15,4,4.13,5.31,14,0,6,242,5,0,1,0,1,,384.68,0,0
432,15,5,2.83,5.72,20,0,6,242,5,0,1,0,1,,538.87,0,0
432,15,4,4.14,5.31,26,0,6,242,5,0,1,0,1,,305.2,0,0
432,15,5,4.16,5.56,12,0,6,242,5,0,1,0,1,,505.48,0,0
432,15,4,4.2,5.31,6,0,6,242,5,0,1,0,1,,351.3,0,0
432,15,4,4.2,5.69,25,0,6,242,5,0,1,0,1,,397.39,0,0
432,15,5,2.64,5.72,28,0,6,242,5,0,1,0,1,,357.65,0,0
432,15,5,2.08,5.88,10,0,6,242,5,0,1,0,1,,1127.01,0,0
432,15,3,4.19,5.56,8,0,6,242,5,0,1,0,1,,211.41,0,0
432,15,4,4.09,5.18,19,0,6,242,5,0,1,0,1,,391.03,0,0
432,15,4,2.77,5.31,4,0,6,242,5,0,1,0,1,,236.85,0,0
432,15,5,2.64,5.72,3,1,6,242,5,0,1,0,1,,267.05,0,0
432,15,4,4.16,5.31,21,0,6,242,5,0,1,0,1,,252.74,0,0
432,15,4,4.19,5.31,27,0,6,242,5,0,1,0,1,,392.62,0,0
432,15,4,4.2,5.31,24,0,6,242,5,0,1,0,1,,201.88,1,0
436,15,5,2.2,6.21,1,1,7,117,2,0,1,0,1,,472.27,0,0
436,15,4,0.69,5.41,6,0,7,117,2,0,1,0,1,,326.24,0,0
436,15,4,2.08,5.41,3,1,7,117,2,0,1,0,1,,226.81,0,0
436,15,4,1.79,5.41,9,0,7,117,2,0,1,0,1,,260.99,0,0
436,15,4,0.0,5.41,8,0,7,117,2,0,1,0,1,,349.54,0,0
436,15,4,2.08,5.41,4,1,7,117,2,0,1,0,1,,197.3,0,0
436,15,4,1.1,5.41,7,0,7,117,2,0,1,0,1,,156.91,0,0
436,15,4,0.69,5.41,12,0,7,117,2,0,1,0,1,,248.56,0,0
436,15,4,1.95,5.41,10,0,7,117,2,0,1,0,1,,142.92,0,0
436,15,4,2.2,5.46,2,0,7,117,2,0,1,0,1,,191.08,1,0
580,15,4,0.0,4.89,1,0,2,32,2,0,1,1,1,,102.27,0,0
580,15,2,3.0,4.24,4,0,2,32,2,0,1,1,1,,75.2,0,0
580,15,3,2.64,4.39,16,0,2,32,2,0,1,1,1,,90.24,0,0
580,15,4,0.0,4.89,13,0,2,32,2,0,1,1,1,,189.5,0,0
